-0.17,0.98,-0.03,0.98,0.17,0,0,-0.03,-1,40.15,-27.12,3
-0.17,0.98,-0.03,0.98,0.17,0,0,-0.03,-1,38.93,-20.23,3
-0.32,0.95,-0.03,0.95,0.32,0,0.01,-0.03,-1,39.63,-21.61,5.08
-0.46,0.89,-0.03,0.89,0.46,0,0.01,-0.02,-1,40.69,-22.69,7.23
-0.58,0.81,-0.03,0.81,0.58,0,0.02,-0.02,-1,42.01,-23.39,9.46
-0.7,0.72,-0.03,0.72,0.7,0,0.02,-0.02,-1,43.49,-23.69,11.74
-0.8,0.6,-0.03,0.6,0.8,0,0.02,-0.02,-1,45.03,-23.57,14.08
-0.88,0.48,-0.03,0.48,0.88,0,0.02,-0.01,-1,46.54,-23.03,16.46
-0.94,0.34,-0.03,0.34,0.94,0,0.03,-0.01,-1,47.88,-22.1,18.89
-0.98,0.2,-0.03,0.2,0.98,0,0.03,-0.01,-1,48.97,-20.83,21.36
-1,0.05,-0.03,0.05,1,0,0.03,0,-1,49.7,-19.3,23.88
-0.99,-0.1,-0.03,-0.1,1,0,0.03,0,-1,50,-17.62,26.43
-0.97,-0.25,-0.03,-0.25,0.97,0,0.03,0.01,-1,49.81,-15.91,29
-0.97,-0.25,-0.03,-0.25,0.97,0,0.03,0.01,-1,56.6,-14.18,29
-0.77,0.64,-0.03,0.64,0.77,0,0.02,-0.02,-1,45.18,-24.21,3
-0.77,0.64,-0.03,0.64,0.77,0,0.02,-0.02,-1,39.82,-19.71,3
-0.85,0.52,-0.03,0.52,0.85,0,0.02,-0.01,-1,41.25,-20.32,5.08
-0.92,0.39,-0.03,0.39,0.92,0,0.03,-0.01,-1,42.75,-20.47,7.23
-0.97,0.25,-0.03,0.25,0.97,0,0.03,-0.01,-1,44.21,-20.16,9.46
-0.99,0.1,-0.03,0.1,1,0,0.03,0,-1,45.54,-19.44,11.74
-1,-0.05,-0.03,-0.05,1,0,0.03,0,-1,46.64,-18.35,14.08
-0.98,-0.2,-0.03,-0.2,0.98,0,0.03,0.01,-1,47.45,-16.98,16.46
-0.94,-0.34,-0.03,-0.34,0.94,0,0.03,0.01,-1,47.88,-15.4,18.89
-0.88,-0.48,-0.03,-0.48,0.88,0,0.02,0.01,-1,47.9,-13.72,21.36
-0.8,-0.6,-0.03,-0.6,0.8,0,0.02,0.02,-1,47.47,-12.08,23.88
-0.8,-0.6,-0.03,-0.6,0.8,0,0.02,0.02,-1,53.05,-7.86,23.88
-1,0,-0.03,0,1,0,0.03,0,-1,47.17,-18.75,3
-1,0,-0.03,0,1,0,0.03,0,-1,40.17,-18.75,3
-0.99,-0.15,-0.03,-0.15,0.99,0,0.03,0,-1,41.65,-18.3,5.08
-0.96,-0.29,-0.03,-0.29,0.96,0,0.03,0.01,-1,42.9,-17.45,7.23
-0.9,-0.43,-0.03,-0.43,0.9,0,0.02,0.01,-1,43.82,-16.27,9.46
-0.83,-0.56,-0.03,-0.56,0.83,0,0.02,0.02,-1,44.37,-14.86,11.74
-0.73,-0.68,-0.03,-0.68,0.73,0,0.02,0.02,-1,44.52,-13.32,14.08
-0.62,-0.78,-0.03,-0.78,0.62,0,0.02,0.02,-1,44.26,-11.75,16.46
-0.62,-0.78,-0.03,-0.78,0.62,0,0.02,0.02,-1,48.62,-6.27,16.46
-1,0,-0.03,0,1,0,0.03,0,-1,47.17,-18.75,3
-1,0,-0.03,0,1,0,0.03,0,-1,40.17,-18.75,3
-0.99,-0.15,-0.03,-0.15,0.99,0,0.03,0,-1,41.65,-18.3,5.08
-0.96,-0.29,-0.03,-0.29,0.96,0,0.03,0.01,-1,42.9,-17.45,7.23
-0.9,-0.43,-0.03,-0.43,0.9,0,0.02,0.01,-1,43.82,-16.27,9.46
-0.83,-0.56,-0.03,-0.56,0.83,0,0.02,0.02,-1,44.37,-14.86,11.74
-0.73,-0.68,-0.03,-0.68,0.73,0,0.02,0.02,-1,44.52,-13.32,14.08
-0.62,-0.78,-0.03,-0.78,0.62,0,0.02,0.02,-1,44.26,-11.75,16.46
-0.62,-0.78,-0.03,-0.78,0.62,0,0.02,0.02,-1,48.62,-6.27,16.46
-0.77,-0.64,-0.03,-0.64,0.77,0,0.02,0.02,-1,45.18,-13.29,3
-0.77,-0.64,-0.03,-0.64,0.77,0,0.02,0.02,-1,39.82,-17.79,3
-0.66,-0.75,-0.03,-0.75,0.66,0,0.02,0.02,-1,40.67,-16.49,5.08
-0.54,-0.84,-0.03,-0.84,0.54,0,0.01,0.02,-1,41.07,-15.04,7.23
-0.41,-0.91,-0.03,-0.91,0.41,0,0.01,0.02,-1,41.02,-13.54,9.46
-0.41,-0.91,-0.03,-0.91,0.41,0,0.01,0.02,-1,43.9,-7.16,9.46
-0.41,-0.91,-0.03,-0.91,0.41,0,0.01,0.02,-1,43.9,-7.16,30.46
0,-1,-0.03,-1,0,0,0,0.03,-1,46.17,-18.75,30
0,-1,-0.03,-1,0,0,0,0.03,-1,46.17,-18.75,3
0,-1,-0.03,-1,0,0,0,0.03,-1,46.17,-13.75,3
0,-1,-0.03,-1,0,0,0,0.03,-1,46.17,-13.75,31
-1,0,-0.03,0,1,0,0.03,0,-1,53.67,-26.25,30
-1,0,-0.03,0,1,0,0.03,0,-1,38.67,-26.25,30
-1,0,-0.03,0,1,0,0.03,0,-1,38.67,-26.25,3
-1,0,-0.03,0,1,0,0.03,0,-1,35.67,-26.25,3
-1,0,-0.03,0,1,0,0.03,0,-1,35.67,-26.25,33
